"MTU","Out Area","In Area","Physical Flow (MW)"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Belgium (BE)","France (FR)","2230.07"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Germany (DE)","880.39"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Italy (IT)","510.70"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Spain (ES)","France (FR)","2723.89"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","Switzerland (CH)","587.96"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 23:00:00 - 06/01/2026 00:00:00","United Kingdom (GB-CTY)","France (FR)","488.94"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Belgium (BE)","France (FR)","2327.41"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Germany (DE)","1500.58"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Italy (IT)","1483.13"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Spain (ES)","France (FR)","2823.07"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","Switzerland (CH)","2268.72"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 00:00:00 - 06/01/2026 01:00:00","United Kingdom (GB-CTY)","France (FR)","1386.34"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Belgium (BE)","France (FR)","1586.54"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Germany (DE)","895.33"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Italy (IT)","548.45"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Spain (ES)","France (FR)","2821.05"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","Switzerland (CH)","1573.41"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 01:00:00 - 06/01/2026 02:00:00","United Kingdom (GB-CTY)","France (FR)","793.48"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Belgium (BE)","France (FR)","1200.17"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Germany (DE)","1504.09"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Italy (IT)","1076.73"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Spain (ES)","France (FR)","2779.78"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","Switzerland (CH)","1909.89"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 02:00:00 - 06/01/2026 03:00:00","United Kingdom (GB-CTY)","France (FR)","1125.84"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Belgium (BE)","France (FR)","663.50"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Germany (DE)","1763.12"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Italy (IT)","1128.65"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Spain (ES)","France (FR)","2601.51"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","Switzerland (CH)","1922.84"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 03:00:00 - 06/01/2026 04:00:00","United Kingdom (GB-CTY)","France (FR)","1090.50"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Belgium (BE)","France (FR)","495.73"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Germany (DE)","1847.67"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Italy (IT)","1186.13"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Spain (ES)","France (FR)","2778.46"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","Switzerland (CH)","1866.94"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 04:00:00 - 06/01/2026 05:00:00","United Kingdom (GB-CTY)","France (FR)","1340.41"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Belgium (BE)","France (FR)","689.48"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Germany (DE)","1773.60"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Italy (IT)","601.96"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Italy (IT)","France (FR)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Spain (ES)","France (FR)","2798.72"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","Switzerland (CH)","1264.06"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","Switzerland (CH)","France (FR)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 05:00:00 - 06/01/2026 06:00:00","United Kingdom (GB-CTY)","France (FR)","1737.50"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Belgium (BE)","France (FR)","274.52"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Germany (DE)","1497.74"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Italy (IT)","France (FR)","975.70"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Spain (ES)","France (FR)","2815.23"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","Switzerland (CH)","France (FR)","148.13"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 06:00:00 - 06/01/2026 07:00:00","United Kingdom (GB-CTY)","France (FR)","2338.66"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Belgium (BE)","574.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Germany (DE)","1125.48"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Italy (IT)","France (FR)","1844.11"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Spain (ES)","France (FR)","2744.10"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","Switzerland (CH)","France (FR)","1926.93"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 07:00:00 - 06/01/2026 08:00:00","United Kingdom (GB-CTY)","France (FR)","2584.88"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Belgium (BE)","France (FR)","38.89"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Germany (DE)","123.31"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Italy (IT)","France (FR)","2119.04"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Spain (ES)","France (FR)","2724.58"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","Switzerland (CH)","France (FR)","3130.31"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 08:00:00 - 06/01/2026 09:00:00","United Kingdom (GB-CTY)","France (FR)","237.55"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Belgium (BE)","22.71"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Germany (DE)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Germany (DE)","France (FR)","155.28"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Italy (IT)","France (FR)","2045.62"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Spain (ES)","France (FR)","2847.68"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","Switzerland (CH)","France (FR)","3236.36"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 09:00:00 - 06/01/2026 10:00:00","United Kingdom (GB-CTY)","France (FR)","313.39"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Belgium (BE)","787.07"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Germany (DE)","0.00"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Germany (DE)","France (FR)","55.23"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Italy (IT)","France (FR)","2024.77"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Spain (ES)","France (FR)","2866.52"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","Switzerland (CH)","France (FR)","3357.95"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","France (FR)","United Kingdom (GB-CTY)","87.34"
"06/01/2026 10:00:00 - 06/01/2026 11:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Belgium (BE)","727.44"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Germany (DE)","715.72"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Italy (IT)","France (FR)","1743.47"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Spain (ES)","France (FR)","2678.86"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","Switzerland (CH)","France (FR)","2746.31"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 11:00:00 - 06/01/2026 12:00:00","United Kingdom (GB-CTY)","France (FR)","81.04"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Belgium (BE)","618.61"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Germany (DE)","1251.98"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Italy (IT)","France (FR)","1577.44"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Spain (ES)","France (FR)","2809.49"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","Switzerland (CH)","France (FR)","2277.24"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 12:00:00 - 06/01/2026 13:00:00","United Kingdom (GB-CTY)","France (FR)","33.41"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Belgium (BE)","1053.99"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Germany (DE)","1960.07"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Italy (IT)","France (FR)","1376.65"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Spain (ES)","France (FR)","2717.85"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","Switzerland (CH)","France (FR)","1611.15"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","France (FR)","United Kingdom (GB-CTY)","158.37"
"06/01/2026 13:00:00 - 06/01/2026 14:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Belgium (BE)","1225.14"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Germany (DE)","2291.25"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Italy (IT)","France (FR)","1179.53"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Spain (ES)","France (FR)","2777.68"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","Switzerland (CH)","France (FR)","1039.49"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","France (FR)","United Kingdom (GB-CTY)","10.50"
"06/01/2026 14:00:00 - 06/01/2026 15:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Belgium (BE)","1356.40"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Germany (DE)","2374.37"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Italy (IT)","France (FR)","1012.09"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Spain (ES)","France (FR)","2814.82"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","Switzerland (CH)","France (FR)","922.11"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 15:00:00 - 06/01/2026 16:00:00","United Kingdom (GB-CTY)","France (FR)","35.96"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Belgium (BE)","1006.89"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Germany (DE)","2239.46"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Italy (IT)","France (FR)","1185.54"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Spain (ES)","France (FR)","2680.37"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","Switzerland (CH)","France (FR)","1241.93"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 16:00:00 - 06/01/2026 17:00:00","United Kingdom (GB-CTY)","France (FR)","223.08"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Belgium (BE)","831.48"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Belgium (BE)","France (FR)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Germany (DE)","1765.64"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Italy (IT)","France (FR)","1347.84"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Spain (ES)","France (FR)","2521.22"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","Switzerland (CH)","France (FR)","1738.87"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"06/01/2026 17:00:00 - 06/01/2026 18:00:00","United Kingdom (GB-CTY)","France (FR)","654.31"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Belgium (BE)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Belgium (BE)","France (FR)","330.16"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Germany (DE)","787.90"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Germany (DE)","France (FR)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Italy (IT)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Italy (IT)","France (FR)","1627.02"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Luxembourg (LU)","n/e"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Luxembourg (LU)","France (FR)","n/e"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Spain (ES)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Spain (ES)","France (FR)","2756.14"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","France (FR)","Switzerland (CH)","0.00"
"06/01/2026 18:00:00 - 06/01/2026 19:00:00","Switzerland (CH)","France (FR)","2168.61"
