"MTU","Out Area","In Area","Physical Flow (MW)"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","France (FR)","Spain (ES)","1589.87"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","France (FR)","Switzerland (CH)","1095.95"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","France (FR)","United Kingdom (GB-CTY)","3468.83"
"02/01/2026 15:00:00 - 02/01/2026 16:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Belgium (BE)","France (FR)","994.27"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Germany (DE)","France (FR)","67.72"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Italy (IT)","2122.59"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Spain (ES)","1210.13"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","Switzerland (CH)","1202.48"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","France (FR)","United Kingdom (GB-CTY)","3400.30"
"02/01/2026 16:00:00 - 02/01/2026 17:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Belgium (BE)","France (FR)","1097.27"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Germany (DE)","431.24"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Italy (IT)","2302.08"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Spain (ES)","984.94"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","Switzerland (CH)","1242.43"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","France (FR)","United Kingdom (GB-CTY)","3310.60"
"02/01/2026 17:00:00 - 02/01/2026 18:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Belgium (BE)","France (FR)","1881.96"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Germany (DE)","France (FR)","417.14"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Italy (IT)","2048.44"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Spain (ES)","1442.18"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","Switzerland (CH)","676.96"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","France (FR)","United Kingdom (GB-CTY)","3381.76"
"02/01/2026 18:00:00 - 02/01/2026 19:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Belgium (BE)","France (FR)","2519.47"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Germany (DE)","France (FR)","1180.47"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Italy (IT)","1818.80"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Spain (ES)","2751.29"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","Switzerland (CH)","183.24"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","France (FR)","United Kingdom (GB-CTY)","3495.85"
"02/01/2026 19:00:00 - 02/01/2026 20:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Belgium (BE)","France (FR)","2294.88"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Germany (DE)","France (FR)","1615.42"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Italy (IT)","1518.42"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Spain (ES)","3115.89"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","Switzerland (CH)","0.00"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","Switzerland (CH)","France (FR)","7.25"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","France (FR)","United Kingdom (GB-CTY)","3334.52"
"02/01/2026 20:00:00 - 02/01/2026 21:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Belgium (BE)","France (FR)","2471.06"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Germany (DE)","France (FR)","1788.64"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Italy (IT)","1430.90"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Spain (ES)","3078.08"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","Switzerland (CH)","135.03"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","France (FR)","United Kingdom (GB-CTY)","3035.89"
"02/01/2026 21:00:00 - 02/01/2026 22:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Belgium (BE)","France (FR)","2256.73"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Germany (DE)","France (FR)","1758.54"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Italy (IT)","1370.19"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Spain (ES)","2901.44"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","Switzerland (CH)","154.80"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","France (FR)","United Kingdom (GB-CTY)","1424.90"
"02/01/2026 22:00:00 - 02/01/2026 23:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Belgium (BE)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Belgium (BE)","France (FR)","3017.70"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Germany (DE)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Germany (DE)","France (FR)","2049.83"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Italy (IT)","983.33"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Italy (IT)","France (FR)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Luxembourg (LU)","n/e"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Luxembourg (LU)","France (FR)","n/e"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Spain (ES)","2462.29"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Spain (ES)","France (FR)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","Switzerland (CH)","25.87"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","Switzerland (CH)","France (FR)","0.00"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","France (FR)","United Kingdom (GB-CTY)","1283.92"
"02/01/2026 23:00:00 - 03/01/2026 00:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Belgium (BE)","France (FR)","3263.54"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Germany (DE)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Germany (DE)","France (FR)","1911.35"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Italy (IT)","1137.20"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Spain (ES)","1260.53"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","Switzerland (CH)","519.28"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","France (FR)","United Kingdom (GB-CTY)","811.91"
"03/01/2026 00:00:00 - 03/01/2026 01:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Belgium (BE)","France (FR)","3010.15"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Germany (DE)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Germany (DE)","France (FR)","1199.19"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Italy (IT)","1386.08"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Spain (ES)","241.13"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","Switzerland (CH)","1189.13"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","France (FR)","United Kingdom (GB-CTY)","891.04"
"03/01/2026 01:00:00 - 03/01/2026 02:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Belgium (BE)","France (FR)","2905.18"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Germany (DE)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Germany (DE)","France (FR)","881.45"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Italy (IT)","1190.82"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Spain (ES)","France (FR)","758.80"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","Switzerland (CH)","1206.67"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","France (FR)","United Kingdom (GB-CTY)","1192.16"
"03/01/2026 02:00:00 - 03/01/2026 03:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Belgium (BE)","France (FR)","2177.38"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Germany (DE)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Germany (DE)","France (FR)","521.33"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Italy (IT)","788.63"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Spain (ES)","France (FR)","881.75"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","Switzerland (CH)","1376.82"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","France (FR)","United Kingdom (GB-CTY)","1195.81"
"03/01/2026 03:00:00 - 03/01/2026 04:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Belgium (BE)","France (FR)","1864.36"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Germany (DE)","230.39"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Italy (IT)","986.12"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Spain (ES)","France (FR)","662.08"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","Switzerland (CH)","1670.84"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","France (FR)","United Kingdom (GB-CTY)","1060.59"
"03/01/2026 04:00:00 - 03/01/2026 05:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Belgium (BE)","France (FR)","1597.64"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Germany (DE)","539.62"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Italy (IT)","1143.12"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Spain (ES)","France (FR)","896.57"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","Switzerland (CH)","1944.31"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","France (FR)","United Kingdom (GB-CTY)","623.58"
"03/01/2026 05:00:00 - 03/01/2026 06:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Belgium (BE)","France (FR)","2053.45"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Germany (DE)","375.18"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Italy (IT)","1291.01"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Spain (ES)","France (FR)","519.13"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","Switzerland (CH)","1714.82"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","France (FR)","United Kingdom (GB-CTY)","643.62"
"03/01/2026 06:00:00 - 03/01/2026 07:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Belgium (BE)","France (FR)","1920.71"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Germany (DE)","645.99"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Italy (IT)","1787.39"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Spain (ES)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Spain (ES)","France (FR)","106.82"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","Switzerland (CH)","1770.23"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","France (FR)","United Kingdom (GB-CTY)","706.59"
"03/01/2026 07:00:00 - 03/01/2026 08:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Belgium (BE)","France (FR)","1907.96"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Germany (DE)","428.27"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Italy (IT)","1888.27"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Spain (ES)","778.78"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","Switzerland (CH)","1494.06"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","France (FR)","United Kingdom (GB-CTY)","1059.22"
"03/01/2026 08:00:00 - 03/01/2026 09:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Belgium (BE)","France (FR)","1149.97"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Germany (DE)","848.99"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Italy (IT)","2090.58"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Spain (ES)","631.31"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","Switzerland (CH)","1650.92"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","France (FR)","United Kingdom (GB-CTY)","1138.09"
"03/01/2026 09:00:00 - 03/01/2026 10:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Belgium (BE)","France (FR)","1196.25"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Germany (DE)","684.73"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Italy (IT)","1949.67"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Italy (IT)","France (FR)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Luxembourg (LU)","n/e"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Luxembourg (LU)","France (FR)","n/e"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Spain (ES)","753.65"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Spain (ES)","France (FR)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","Switzerland (CH)","1684.21"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","Switzerland (CH)","France (FR)","0.00"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","France (FR)","United Kingdom (GB-CTY)","2075.65"
"03/01/2026 10:00:00 - 03/01/2026 11:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Belgium (BE)","0.00"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Belgium (BE)","France (FR)","884.04"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Germany (DE)","920.61"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","France (FR)","Italy (IT)","2009.95"
"03/01/2026 11:00:00 - 03/01/2026 12:00:00","Italy (IT)","France (FR)","0.00"
