Time,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Other,Wind Onshore,??,BE,DK,FR,IE,NL,NO
2025-06-13 06:00:00,2845,6015,0,0,0,134,3088,272,4703,0,694,0,0,292,1014,0
2025-06-13 06:30:00,2846,6051,0,0,0,164,3079,333,4668,0,692,0,0,372,1014,0
2025-06-13 07:00:00,2845,6431,0,0,0,224,3075,690,4686,0,470,0,0,492,832,0
2025-06-13 07:30:00,2844,6948,0,0,0,259,3072,1151,5062,0,420,0,0,738,718,0
2025-06-13 08:00:00,2843,6738,0,0,0,310,3072,954,5155,0,0,0,0,1002,0,0
2025-06-13 08:30:00,2822,6566,0,0,0,310,3070,1292,5264,0,0,0,0,1044,0,0
2025-06-13 09:00:00,2826,6748,0,0,0,325,3074,934,5520,0,0,0,0,1044,0,0
2025-06-13 09:30:00,2836,6197,0,0,0,319,3077,702,6102,0,0,0,0,1044,0,0
2025-06-13 10:00:00,2824,5668,0,0,0,241,3068,501,6214,0,0,0,0,1044,0,0
2025-06-13 10:30:00,2818,4837,0,0,0,229,3075,529,6318,0,0,0,0,1042,0,0
2025-06-13 11:00:00,2794,4033,0,0,0,167,3073,488,6277,0,0,0,0,1020,0,0
2025-06-13 11:30:00,2385,3796,0,0,0,144,3075,520,6226,0,0,0,0,956,0,0
2025-06-13 12:00:00,1934,3461,0,0,0,109,3080,476,6399,0,0,0,0,734,0,0
2025-06-13 12:30:00,1644,3277,0,0,0,109,3075,516,6444,0,0,0,0,542,0,0
2025-06-13 13:00:00,1618,3130,0,0,0,96,3069,751,6067,0,0,0,0,700,0,0
2025-06-13 13:30:00,1627,3172,0,0,0,96,3077,867,5714,0,0,0,0,710,0,0
2025-06-13 14:00:00,1736,3223,0,0,0,96,3072,935,5507,0,0,0,0,866,0,0
2025-06-13 14:30:00,2043,3276,0,0,0,99,3070,926,5110,0,0,0,0,854,0,0
2025-06-13 15:00:00,2341,3796,0,0,0,112,3073,1174,4616,0,0,0,0,896,0,0
2025-06-13 15:30:00,2599,4922,0,0,0,108,3092,987,4536,0,0,0,0,910,0,2
2025-06-13 16:00:00,2735,4935,0,0,0,107,3090,728,5096,0,0,0,0,826,0,2
2025-06-13 16:30:00,2755,4970,0,0,0,106,3114,718,5635,0,0,0,0,660,0,2
2025-06-13 17:00:00,2770,5170,0,0,0,122,3146,726,5530,0,0,0,0,408,0,2
2025-06-13 17:30:00,2737,7266,0,0,0,124,3180,642,5365,0,0,0,0,470,0,2
2025-06-13 18:00:00,2814,9363,0,0,0,140,3208,619,5102,0,0,0,0,634,0,2
2025-06-13 18:30:00,2835,10750,0,0,0,161,3235,851,4575,0,0,0,0,880,0,0
2025-06-13 19:00:00,2823,11473,0,0,70,401,3267,1664,4718,0,672,0,0,1022,0,0
2025-06-13 19:30:00,2815,12093,0,0,74,418,3296,1381,4455,0,776,0,0,1042,0,0
2025-06-13 20:00:00,2825,12523,0,0,126,379,3325,1469,4572,0,1010,0,0,1042,0,0
2025-06-13 20:30:00,2830,12417,0,0,274,394,3363,1364,4580,0,966,0,0,1042,0,0
2025-06-13 21:00:00,2833,12027,0,0,312,458,3388,664,4529,0,0,0,0,1042,0,0
2025-06-13 21:30:00,2829,11662,0,0,400,457,3431,500,4522,0,0,0,0,1042,0,0
2025-06-13 22:00:00,2801,10078,0,0,390,425,3490,271,5129,0,0,0,0,1042,0,0
2025-06-13 22:30:00,2811,9545,0,0,238,390,3518,242,5195,0,0,0,0,1042,0,0
2025-06-13 23:00:00,2835,9102,0,0,236,386,3548,245,5216,0,0,0,0,1042,0,0
2025-06-13 23:30:00,2841,8123,0,0,240,376,3571,295,5198,0,0,0,0,1042,0,0
2025-06-14 00:00:00,2827,6055,0,0,388,322,3601,260,5199,0,0,0,0,1042,0,0
2025-06-14 00:30:00,2801,4803,0,0,388,317,3628,305,5160,0,0,0,0,1042,0,0
2025-06-14 01:00:00,2730,4489,0,0,388,253,3658,232,5208,0,0,0,0,1042,0,0
2025-06-14 01:30:00,2548,4288,0,0,388,248,3683,168,4783,0,0,0,0,1026,0,0
2025-06-14 02:00:00,2723,4305,0,0,388,236,3692,105,4536,0,0,0,0,1042,0,0
2025-06-14 02:30:00,2701,4171,0,0,388,234,3686,165,4741,0,0,0,0,1042,0,0
2025-06-14 03:00:00,2558,4133,0,0,388,233,3693,124,4546,0,0,0,0,1042,0,0
2025-06-14 03:30:00,2715,3949,0,0,388,233,3695,176,3915,0,0,0,0,1042,0,0
2025-06-14 04:00:00,2792,4203,0,0,388,217,3695,506,2557,0,0,0,0,1042,0,0
2025-06-14 04:30:00,2692,3855,0,0,388,172,3741,291,3445,0,0,0,0,1042,0,0
2025-06-14 05:00:00,2552,3440,0,0,388,171,3762,621,3898,0,50,0,0,1042,0,0
2025-06-14 05:30:00,2364,3296,0,0,388,172,3780,416,4358,0,68,0,0,1042,0,0
2025-06-14 06:00:00,2553,3281,0,0,388,178,3782,215,4334,0,284,0,0,1042,0,0
2025-06-14 06:30:00,2384,3415,0,0,388,184,3783,364,4511,0,270,0,0,1042,0,0
2025-06-14 07:00:00,2286,3419,0,0,388,240,3788,302,4434,0,0,0,0,1042,0,0
2025-06-14 07:30:00,2258,3565,0,0,388,292,3782,397,4130,0,0,0,0,1042,0,0
2025-06-14 08:00:00,2156,3373,0,0,278,356,3787,329,4331,0,0,0,0,1042,0,0
2025-06-14 08:30:00,2483,3287,0,0,266,352,3782,513,4572,0,0,0,0,1042,0,0
2025-06-14 09:00:00,2777,3492,0,0,358,359,3777,773,4521,0,0,0,0,1042,0,0
2025-06-14 09:30:00,2780,3488,0,0,266,359,3778,902,4707,0,0,0,0,1042,0,0
2025-06-14 10:00:00,2735,3270,0,0,266,345,3781,775,5048,0,0,0,0,1042,0,0
2025-06-14 10:30:00,2600,2805,0,0,254,342,3782,449,5668,0,0,0,0,1042,0,0
2025-06-14 11:00:00,2104,2319,0,0,96,315,3800,436,5934,0,0,0,0,1042,0,0
2025-06-14 11:30:00,1606,2259,0,0,0,297,3849,416,6080,0,0,0,0,1042,0,0
2025-06-14 12:00:00,1224,2261,0,0,0,231,3860,507,6200,0,0,0,0,1042,0,0
2025-06-14 12:30:00,1205,2261,0,0,0,211,3874,467,6378,0,0,0,0,1042,0,0
2025-06-14 13:00:00,1230,2752,0,0,0,145,3894,859,6502,0,360,0,0,1042,0,0
2025-06-14 13:30:00,1205,2439,0,0,0,139,3910,620,7303,0,366,0,0,1042,0,0
2025-06-14 14:00:00,913,2312,0,0,0,113,3899,501,7989,0,68,0,0,1042,0,0
2025-06-14 14:30:00,960,2268,0,0,0,111,3919,486,8364,0,62,0,0,1042,0,0
2025-06-14 15:00:00,1144,2398,0,0,0,111,3929,724,8769,116,0,0,0,1042,202,0
2025-06-14 15:30:00,1143,2444,0,0,0,112,3927,494,9359,110,0,0,0,1042,210,0
2025-06-14 16:00:00,1085,2470,0,0,0,111,3931,651,9178,0,368,0,0,1102,104,0
2025-06-14 16:30:00,1242,2440,0,0,0,108,3935,633,9001,0,384,0,0,1268,104,0
2025-06-14 17:00:00,1286,2445,0,0,0,108,3927,397,9642,0,788,0,0,1418,290,0
2025-06-14 17:30:00,1399,2353,0,0,82,117,3931,359,9993,0,740,0,0,1454,296,0
2025-06-14 18:00:00,1499,2473,0,0,260,144,3955,298,10045,0,0,0,0,1194,258,0
2025-06-14 18:30:00,1805,2514,0,0,386,157,3959,448,9932,0,0,0,0,1048,278,0
2025-06-14 19:00:00,2216,3254,0,0,386,200,3982,615,9607,0,170,0,0,876,576,0
2025-06-14 19:30:00,2550,4060,0,0,386,210,3987,478,9348,0,182,0,0,916,594,0
2025-06-14 20:00:00,2616,4306,0,0,460,414,3983,724,9379,0,72,0,0,812,848,0
2025-06-14 20:30:00,2782,4531,0,0,462,452,3988,752,9137,0,76,0,0,822,848,0
2025-06-14 21:00:00,2804,4458,0,0,462,476,3987,803,8846,0,394,0,0,838,796,0
2025-06-14 21:30:00,2818,4590,0,0,462,573,3987,935,8666,0,392,0,0,882,796,0
2025-06-14 22:00:00,2802,4610,0,0,462,667,3987,1221,8437,0,0,104,0,986,766,0
2025-06-14 22:30:00,2817,4963,0,0,462,662,3983,1060,8020,0,0,144,0,1000,766,0
2025-06-14 23:00:00,2809,5217,0,0,462,515,3987,1245,7714,0,450,352,0,930,750,0
2025-06-14 23:30:00,2825,5154,0,0,462,509,3998,807,7492,0,456,328,0,908,744,0
2025-06-15 00:00:00,2820,4384,0,0,244,358,4002,240,7350,0,62,0,0,936,380,0
2025-06-15 00:30:00,2870,3725,0,0,252,339,4019,215,7263,0,54,0,0,1044,372,0
2025-06-15 01:00:00,2882,3349,0,0,132,280,4027,199,7281,0,0,0,0,1144,268,0
2025-06-15 01:30:00,2696,3112,0,0,106,222,4043,187,7308,0,0,0,0,1146,270,0
2025-06-15 02:00:00,2296,3206,0,0,0,218,4047,239,7401,0,36,0,0,924,566,0
2025-06-15 02:30:00,2382,3375,0,0,0,218,4045,395,6827,0,38,0,0,716,570,0
2025-06-15 03:00:00,2819,3416,0,0,0,216,4056,227,6491,0,152,0,0,744,692,0
2025-06-15 03:30:00,2793,3139,0,0,0,216,4067,196,6182,0,156,12,0,700,698,0
2025-06-15 04:00:00,2820,3079,0,0,0,200,4068,617,5773,0,416,384,0,684,806,0
2025-06-15 04:30:00,2861,3328,0,0,0,199,4077,660,5320,0,422,420,0,646,820,0
2025-06-15 05:00:00,2852,3896,0,0,0,192,4087,621,5006,0,688,858,0,678,1034,0
2025-06-15 05:30:00,2846,3782,0,0,0,192,4093,420,4921,0,692,860,0,634,1022,0
2025-06-15 06:00:00,2886,3407,0,0,0,191,4095,165,4645,0,724,452,0,696,480,0
2025-06-15 06:30:00,2825,3035,0,0,138,192,4098,146,4747,0,718,398,0,714,460,0
2025-06-15 07:00:00,2516,2925,0,0,2,208,4114,134,4942,0,346,0,0,864,152,0
2025-06-15 07:30:00,2115,2956,0,0,0,202,4112,273,4819,0,330,0,0,974,144,0
2025-06-15 08:00:00,1543,2891,0,0,0,175,4118,211,4596,0,0,0,0,1178,0,0
2025-06-15 08:30:00,1530,2881,0,0,78,188,4120,329,4649,0,0,0,0,1236,0,0
2025-06-15 09:00:00,1335,2947,0,0,88,176,4121,314,4584,0,0,0,0,1330,0,0
2025-06-15 09:30:00,1184,2908,0,0,88,174,4133,388,4520,0,0,0,0,1312,0,0
2025-06-15 10:00:00,1165,2884,0,0,88,174,4135,443,4476,0,0,0,0,1342,0,0
2025-06-15 10:30:00,1185,2912,0,0,88,155,4135,556,4601,0,0,0,0,1342,0,0
2025-06-15 11:00:00,1017,2863,0,0,88,140,4137,331,4949,0,0,0,0,1242,0,0
2025-06-15 11:30:00,723,2748,0,0,0,138,4136,375,5400,0,0,0,0,1164,0,0
2025-06-15 12:00:00,709,2607,0,0,0,121,4131,499,5685,0,0,0,0,1256,0,0
2025-06-15 12:30:00,706,2568,0,0,0,120,4125,393,6009,0,0,0,0,1260,0,0
2025-06-15 13:00:00,720,2556,0,0,0,114,4125,285,6227,0,0,0,0,1260,0,0
2025-06-15 13:30:00,710,2543,0,0,0,102,4131,257,6437,0,0,0,0,1258,0,0
2025-06-15 14:00:00,707,2450,0,0,0,102,4137,293,6577,0,0,0,0,1260,0,0
2025-06-15 14:30:00,702,2351,0,0,0,102,4132,301,6534,0,0,0,0,1258,0,38
2025-06-15 15:00:00,745,2399,0,0,0,102,4121,424,6119,0,0,0,0,1258,0,372
2025-06-15 15:30:00,729,2385,0,0,0,103,4132,455,6192,0,0,0,0,1258,0,368
2025-06-15 16:00:00,898,2402,0,0,0,103,4129,604,6233,0,0,0,0,1328,0,0
2025-06-15 16:30:00,1106,2495,0,0,0,114,4135,446,6712,0,0,0,0,1342,0,0
2025-06-15 17:00:00,1285,2528,0,0,0,114,4141,272,7103,0,0,0,0,1202,0,0
2025-06-15 17:30:00,1218,2543,0,0,0,114,4134,415,7123,0,0,0,0,970,0,0
2025-06-15 18:00:00,1733,3377,0,0,0,130,4132,606,6738,0,0,0,0,930,0,0
2025-06-15 18:30:00,2494,4486,0,0,0,164,4135,590,6503,0,0,0,0,956,0,0
2025-06-15 19:00:00,2804,5875,0,0,0,260,4129,1043,6105,0,0,0,0,884,0,0
2025-06-15 19:30:00,2858,7115,0,0,0,299,4132,952,5860,0,0,0,0,990,0,0
2025-06-15 20:00:00,2849,7899,0,0,0,323,4116,1228,5589,0,0,0,0,1010,316,0
2025-06-15 20:30:00,2865,8120,0,0,0,317,4120,1018,5659,0,0,0,0,1142,338,0
2025-06-15 21:00:00,2864,8102,0,0,34,351,4120,967,5432,0,0,0,0,1206,558,0
2025-06-15 21:30:00,2864,8131,0,0,252,328,4115,1113,5348,0,0,0,0,1290,514,0
2025-06-15 22:00:00,2856,8062,0,0,312,309,4120,552,5503,0,0,0,0,1298,0,0
2025-06-15 22:30:00,2844,8031,0,0,312,296,4120,373,5608,0,0,0,0,1286,0,0
2025-06-15 23:00:00,2832,7691,0,0,278,298,4130,297,5645,0,0,0,0,1200,168,0
2025-06-15 23:30:00,2845,7022,0,0,388,294,4128,234,5809,0,0,0,0,1226,166,0
2025-06-16 00:00:00,2833,5453,0,0,388,248,4136,250,5763,0,326,0,0,1254,0,0
2025-06-16 00:30:00,2830,4278,0,0,374,220,4134,231,5976,0,354,0,0,1086,0,0
2025-06-16 01:00:00,2843,3337,0,0,20,156,4130,249,6315,0,146,0,0,860,0,0
2025-06-16 01:30:00,2648,3058,0,0,0,137,4142,201,6740,0,144,0,0,642,0,0
2025-06-16 02:00:00,2552,3006,0,0,0,117,4153,115,7085,0,192,0,0,634,160,0
2025-06-16 02:30:00,2452,2990,0,0,0,115,4149,431,6814,0,198,0,0,634,166,0
2025-06-16 03:00:00,2607,3122,0,0,0,115,4159,497,6620,0,620,0,0,652,232,0
2025-06-16 03:30:00,2492,3271,0,0,0,115,4169,189,6916,0,628,0,0,694,232,0
2025-06-16 04:00:00,2549,3192,0,0,0,113,4169,100,7100,0,622,0,0,648,336,0
2025-06-16 04:30:00,2801,3236,0,0,0,94,4160,367,6412,0,624,0,0,740,356,0
2025-06-16 05:00:00,2853,3497,0,0,0,94,4158,497,5909,0,916,0,0,654,1016,0
2025-06-16 05:30:00,2839,3541,0,0,0,101,4170,432,5574,0,922,0,0,634,1044,0
2025-06-16 06:00:00,2689,3873,0,0,16,122,4163,346,5689,0,1002,0,0,556,1020,0
2025-06-16 06:30:00,2701,4614,0,0,122,124,4158,356,5571,0,996,0,0,560,1020,0
2025-06-16 07:00:00,2745,5521,0,0,386,176,4164,270,5262,0,630,0,0,792,758,0
2025-06-16 07:30:00,2845,5913,0,0,412,195,4159,926,4720,0,554,0,0,900,656,0
2025-06-16 08:00:00,2842,5960,0,0,418,209,4161,657,4608,0,0,0,0,1190,0,0
2025-06-16 08:30:00,2849,6141,0,0,462,209,4158,1083,4555,0,0,0,0,1372,0,0
2025-06-16 09:00:00,2843,5998,0,0,346,401,4164,989,4196,0,0,0,0,1422,0,0
2025-06-16 09:30:00,2838,5962,0,0,170,402,4166,920,4073,0,0,0,0,1494,0,0
2025-06-16 10:00:00,2828,6081,0,0,238,391,4159,733,3997,0,0,0,0,1494,0,0
2025-06-16 10:30:00,2826,5618,0,0,148,387,4169,632,3915,0,0,0,0,1428,0,0
2025-06-16 11:00:00,2820,5403,0,0,168,228,4164,603,3822,0,0,0,0,1250,0,0
2025-06-16 11:30:00,2836,5286,0,0,148,188,4166,502,3908,0,0,0,0,1104,0,0
2025-06-16 12:00:00,2839,5137,0,0,148,152,4163,497,3994,0,0,0,0,820,0,0
2025-06-16 12:30:00,2840,4592,0,0,182,277,4160,511,3962,0,0,0,0,708,0,0
2025-06-16 13:00:00,2844,4099,0,0,148,247,4156,496,4042,0,0,0,0,532,0,0
2025-06-16 13:30:00,2838,3595,0,0,128,109,4162,468,4332,0,0,0,0,440,0,0
2025-06-16 14:00:00,2835,2895,0,0,0,105,4159,576,4859,0,0,0,0,186,0,0
2025-06-16 14:30:00,2772,2541,0,0,0,124,4160,457,5304,0,0,0,0,156,0,0
2025-06-16 15:00:00,2363,2514,0,0,0,111,4157,538,5522,0,0,0,0,246,0,0
2025-06-16 15:30:00,1845,2528,0,0,0,98,4144,549,5703,0,0,0,0,136,0,0
2025-06-16 16:00:00,1863,2478,0,0,0,81,4173,430,5791,0,0,0,0,84,0,0
2025-06-16 16:30:00,1909,2457,0,0,0,85,4229,441,6092,0,0,0,0,184,0,0
2025-06-16 17:00:00,1959,2821,0,0,0,86,4276,445,6603,0,0,0,0,70,0,0
2025-06-16 17:30:00,2057,3328,0,0,0,96,4301,555,6895,0,0,0,0,128,0,0
2025-06-16 18:00:00,2774,4455,0,0,0,114,4334,761,6956,0,122,0,0,112,0,0
2025-06-16 18:30:00,3046,5598,0,0,0,130,4361,662,6903,0,132,0,0,178,0,0
2025-06-16 19:00:00,3072,7105,0,0,0,281,4361,1263,7155,0,398,0,0,86,618,0
2025-06-16 19:30:00,3063,8257,0,0,0,344,4359,1205,7663,0,416,0,0,64,704,0
2025-06-16 20:00:00,3078,8416,0,0,0,504,4356,2152,8429,0,1006,32,0,0,860,0
2025-06-16 20:30:00,3086,8774,0,0,0,508,4355,2133,8456,0,1020,58,0,34,862,0
2025-06-16 21:00:00,3071,8779,0,0,0,445,4361,1547,8568,0,834,386,0,66,652,0
2025-06-16 21:30:00,3084,8858,0,0,0,394,4376,1049,8657,0,834,406,0,84,672,0
2025-06-16 22:00:00,3077,9050,0,0,0,369,4433,1005,8957,0,1012,548,0,0,1014,0
2025-06-16 22:30:00,3075,8720,0,0,0,336,4488,831,9089,0,1014,546,0,34,1014,0
2025-06-16 23:00:00,3075,8147,0,0,0,251,4543,329,9333,0,1022,334,0,2,1014,0
2025-06-16 23:30:00,3077,6963,0,0,0,243,4603,296,9492,0,1024,324,0,20,1012,0
2025-06-17 00:00:00,3076,5305,0,0,0,222,4661,367,9164,0,998,294,0,0,852,0
2025-06-17 00:30:00,3080,4072,0,0,0,214,4703,316,9259,0,998,326,0,0,856,0
2025-06-17 01:00:00,3084,4173,0,0,0,186,4714,331,9522,0,1024,1062,0,0,1050,0
2025-06-17 01:30:00,3080,3862,0,0,0,181,4719,226,9530,0,1024,1096,0,0,1050,0
2025-06-17 02:00:00,3036,3820,0,0,0,156,4726,268,9419,0,1024,1096,0,200,1024,0
2025-06-17 02:30:00,3049,4007,0,0,0,156,4729,294,9184,0,1024,1096,0,336,1022,0
2025-06-17 03:00:00,3084,4049,0,0,0,156,4729,431,8764,0,1024,1096,0,534,1022,0
2025-06-17 03:30:00,3070,3959,0,0,0,155,4733,502,8430,0,1024,1096,0,660,1024,0
2025-06-17 04:00:00,3084,4331,0,0,0,150,4729,476,7909,0,1024,1096,0,798,1056,0
2025-06-17 04:30:00,3086,4407,0,0,0,137,4725,503,7505,0,1024,1096,0,872,1056,0
2025-06-17 05:00:00,3092,4513,0,0,0,136,4717,622,6888,0,1024,1096,0,882,1048,0
2025-06-17 05:30:00,3086,4494,0,0,0,136,4723,770,6610,0,1024,1096,0,970,1048,0
2025-06-17 06:00:00,3098,4509,0,0,0,136,4723,756,6678,0,1024,1096,0,844,1046,0
2025-06-17 06:30:00,3094,4863,0,0,0,143,4727,678,6761,0,1016,1074,0,824,1032,0
2025-06-17 07:00:00,3082,4593,0,0,0,230,4732,556,7163,0,628,584,0,834,464,0
2025-06-17 07:30:00,3088,4382,0,0,0,237,4730,1184,7675,0,576,468,0,884,416,0
2025-06-17 08:00:00,3099,3893,0,0,0,301,4724,880,7635,0,0,0,0,1248,0,0
2025-06-17 08:30:00,3078,3877,0,0,0,323,4737,1141,7771,0,0,0,0,1446,0,0
2025-06-17 09:00:00,2954,3550,0,0,0,342,4729,590,7738,0,0,0,0,1494,0,0
2025-06-17 09:30:00,2886,3229,0,0,0,332,4730,600,7603,0,0,0,0,1494,0,0
2025-06-17 10:00:00,2746,3051,0,0,0,288,4737,671,7218,0,0,0,0,1494,0,0
2025-06-17 10:30:00,2642,2595,0,0,0,248,4733,540,6950,0,0,0,0,1494,0,0
2025-06-17 11:00:00,2333,2293,0,0,126,181,4741,567,6655,0,0,0,0,1494,0,0
2025-06-17 11:30:00,2089,1977,0,0,128,164,4734,618,6638,0,0,0,0,1494,0,0
2025-06-17 12:00:00,2087,1747,0,0,148,170,4736,669,6834,0,0,0,0,1494,0,0
2025-06-17 12:30:00,2058,1688,0,0,150,167,4745,557,6975,0,0,0,0,1494,0,0
2025-06-17 13:00:00,2041,1638,0,0,36,110,4733,555,6968,0,0,0,0,1494,0,0
2025-06-17 13:30:00,1913,1641,0,0,0,108,4718,554,7013,0,0,0,0,1494,0,0
2025-06-17 14:00:00,1798,1630,0,0,0,107,4724,528,7022,0,0,0,0,1494,0,0
2025-06-17 14:30:00,1756,1633,0,0,0,95,4730,565,6979,0,0,0,0,1494,0,0
2025-06-17 15:00:00,1835,1648,0,0,0,95,4736,675,6450,0,0,0,0,1494,0,0
2025-06-17 15:30:00,1946,1660,0,0,0,98,4734,760,6051,0,0,0,0,1480,0,0
2025-06-17 16:00:00,2055,1665,0,0,0,109,4734,724,6293,0,0,0,0,1374,0,0
2025-06-17 16:30:00,2194,1935,0,0,0,100,4725,709,6364,0,0,0,0,1204,0,0
2025-06-17 17:00:00,2723,2519,0,0,0,109,4729,741,6136,0,0,0,0,858,0,0
2025-06-17 17:30:00,3053,3915,0,0,12,112,4738,773,5999,0,0,0,0,898,0,0
2025-06-17 18:00:00,3090,6611,0,0,134,273,4739,1080,5978,0,256,0,0,754,648,0
2025-06-17 18:30:00,3091,8987,0,0,146,163,4741,952,6133,0,334,0,0,890,742,0
2025-06-17 19:00:00,3101,11247,0,0,150,334,4735,908,6209,0,888,536,0,800,724,0
2025-06-17 19:30:00,3103,12287,0,0,156,387,4740,986,5656,0,902,618,0,844,742,0
2025-06-17 20:00:00,3100,12793,0,0,312,437,4743,2083,5164,0,1020,912,0,978,1014,0
2025-06-17 20:30:00,3091,13061,0,0,312,465,4744,2279,5285,0,1022,926,0,1058,1014,0
2025-06-17 21:00:00,3082,13174,0,0,310,525,4741,2050,5536,0,1022,926,0,1186,1014,0
2025-06-17 21:30:00,3084,13199,0,0,312,459,4743,1735,5671,0,1022,918,0,1184,1008,0
2025-06-17 22:00:00,3030,12960,0,0,244,305,4745,1036,5456,0,854,718,0,1216,602,0
2025-06-17 22:30:00,3033,12547,0,0,276,291,4743,789,5371,0,852,674,0,1214,620,0
2025-06-17 23:00:00,3095,12297,0,0,312,260,4737,601,5163,0,690,0,0,1356,986,0
2025-06-17 23:30:00,3082,11675,0,0,280,306,4745,450,4729,0,688,0,0,1394,986,0
2025-06-18 00:00:00,3090,10252,0,0,50,233,4746,388,4692,0,642,0,0,1256,788,0
2025-06-18 00:30:00,3103,8923,0,0,88,199,4739,363,4573,0,640,2,0,1070,780,0
2025-06-18 01:00:00,3103,8187,0,0,0,168,4745,370,4781,0,546,148,0,850,972,0
2025-06-18 01:30:00,3103,7613,0,0,0,162,4752,218,5181,0,544,150,0,770,972,0
2025-06-18 02:00:00,3101,6702,0,0,0,139,4744,240,5156,0,474,2,0,676,710,0
2025-06-18 02:30:00,3105,6649,0,0,0,132,4749,232,4971,0,476,0,0,652,706,0
2025-06-18 03:00:00,3102,7012,0,0,0,119,4743,216,4810,0,674,80,0,778,710,0
2025-06-18 03:30:00,3090,6900,0,0,0,118,4755,192,4937,0,676,88,0,810,710,0
2025-06-18 04:00:00,3104,6776,0,0,0,117,4739,209,4741,0,600,158,0,884,804,0
2025-06-18 04:30:00,3103,6715,0,0,0,117,4738,204,4736,0,600,184,0,1006,804,0
2025-06-18 05:00:00,3082,6802,0,0,0,117,4736,315,4643,0,802,658,0,926,644,0
2025-06-18 05:30:00,3057,7084,0,0,42,146,4736,302,4344,0,804,692,0,934,648,0
2025-06-18 06:00:00,3078,7132,0,0,88,261,4737,270,4327,0,900,944,0,802,832,0
2025-06-18 06:30:00,3115,7060,0,0,164,300,4741,340,4352,0,844,856,0,802,820,0
2025-06-18 07:00:00,3114,6439,0,0,58,260,4741,549,4318,0,0,0,0,906,294,0
2025-06-18 07:30:00,3112,7216,0,0,300,339,4738,658,3994,0,0,0,0,1160,266,0
2025-06-18 08:00:00,3102,7512,0,0,54,423,4745,716,3887,0,0,0,0,1414,0,0
2025-06-18 08:30:00,3096,7788,0,0,0,424,4741,752,3844,0,0,0,0,1494,0,0
2025-06-18 09:00:00,3090,7563,0,0,0,424,4744,927,3645,0,0,0,0,1494,0,0
2025-06-18 09:30:00,3057,7554,0,0,24,416,4751,721,3747,0,0,0,0,1494,0,0
2025-06-18 10:00:00,3071,7109,0,0,146,347,4747,554,3811,0,0,0,0,1494,0,0
2025-06-18 10:30:00,3104,6464,0,0,146,325,4741,678,3606,0,0,0,0,1494,0,0
2025-06-18 11:00:00,3076,5810,0,0,146,171,4747,574,3679,0,0,0,0,1494,0,0
2025-06-18 11:30:00,3059,5023,0,0,148,108,4746,608,3828,0,0,0,0,1452,0,0
2025-06-18 12:00:00,3084,4577,0,0,148,102,4743,576,3676,0,0,0,0,1364,0,0
2025-06-18 12:30:00,3077,4212,0,0,148,99,4745,581,3712,0,0,0,0,1378,0,0
2025-06-18 13:00:00,3096,3937,0,0,148,80,4735,707,3548,0,0,0,0,1450,0,0
2025-06-18 13:30:00,2747,4207,0,0,148,77,4747,641,3434,0,0,0,0,1416,0,0
2025-06-18 14:00:00,2467,4352,0,0,20,77,4750,722,3640,0,0,0,0,1492,0,0
2025-06-18 14:30:00,2508,4100,0,0,0,78,4746,740,3686,0,0,0,0,1494,0,0
2025-06-18 15:00:00,2592,4030,0,0,0,77,4738,728,3673,0,0,0,0,1494,0,0
2025-06-18 15:30:00,2613,4070,0,0,0,82,4742,718,3492,0,0,0,0,1494,0,0
2025-06-18 16:00:00,2838,4220,0,0,0,96,4744,604,3395,0,0,0,0,1490,0,0
2025-06-18 16:30:00,3033,4488,0,0,0,101,4743,608,3353,0,0,0,0,1396,0,0
2025-06-18 17:00:00,3039,5006,0,0,98,108,4742,731,3270,0,0,0,0,1400,0,0
2025-06-18 17:30:00,3029,6590,0,0,148,138,4744,732,3127,0,0,0,0,1450,0,0
2025-06-18 18:00:00,3015,8538,0,0,194,133,4742,740,2840,0,0,0,0,1494,0,0
2025-06-18 18:30:00,3047,10244,0,0,316,309,4756,814,2584,0,0,0,0,1494,0,0
2025-06-18 19:00:00,3106,11440,0,0,418,483,4755,994,2776,0,2,0,0,1494,0,0
2025-06-18 19:30:00,3110,12165,0,0,418,478,4756,1118,2815,0,26,0,0,1494,0,0
2025-06-18 20:00:00,3113,12833,0,0,594,581,4748,1590,2602,0,164,0,0,1494,384,0
2025-06-18 20:30:00,3116,13232,0,0,612,690,4750,1594,2500,0,174,0,0,1494,438,0
2025-06-18 21:00:00,3113,13850,0,0,550,697,4749,1951,2511,0,626,0,0,1494,806,0
2025-06-18 21:30:00,3119,14039,0,0,612,708,4747,1875,2186,0,632,0,0,1494,806,0
2025-06-18 22:00:00,3120,13918,0,0,612,667,4748,1409,1912,0,316,0,0,1494,606,0
2025-06-18 22:30:00,3117,13915,0,0,610,689,4753,1257,1473,0,312,0,0,1494,598,0
2025-06-18 23:00:00,3115,13769,0,0,536,620,4749,1156,1199,0,302,0,0,1494,228,0
2025-06-18 23:30:00,3110,13599,0,0,424,482,4752,804,990,0,300,0,0,1494,204,0
2025-06-19 00:00:00,3112,12737,0,0,442,296,4752,512,860,0,130,0,0,1494,344,0
2025-06-19 00:30:00,3112,12160,0,0,378,283,4750,313,881,0,128,0,0,1482,324,0
